name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
"5 pokojowe, z klimatyzacją, 2 tarasami, 2 m. post.",Warszawa,1 449 700 ,5 pokoi,93.74,15 465 ,https://www.otodom.pl/oferta/5-pokojowe-z-klimatyzacja-2-tarasami-2-m-post-ID4khVR,pełna własność,do zamieszkania,5/5,"balkon, taras",,garaż/miejsce parkingowe,
Atrakcyjne mieszkanie na Białołęce,Warszawa,389 000 ,2 pokoje,44.1,8821 ,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-na-bialolece-ID4kH6h,pełna własność,do zamieszkania,parter/3,balkon,543,garaż/miejsce parkingowe,miejskie
Sprzedaż Stan Deweloperski 3 pokoje Blisko Centrum,Warszawa,1 009 000 ,3 pokoje,62.09,16 251 ,https://www.otodom.pl/oferta/sprzedaz-stan-deweloperski-3-pokoje-blisko-centrum-ID4kMPr,pełna własność,do wykończenia,9/12,balkon,550,garaż/miejsce parkingowe,miejskie
Apartament z ogródkiem Elite Wille Miejskie | 7A3,Warszawa,Zapytajocenę,3 pokoje,55.83,,https://www.otodom.pl/oferta/apartament-z-ogrodkiem-elite-wille-miejskie-7a3-ID4iiNY,,do wykończenia,parter/2,ogródek,,garaż/miejsce parkingowe,
3 pokoje na parterze z ogródkiem i balkonem.,Warszawa,750 000 ,3 pokoje,61,12 295 ,https://www.otodom.pl/oferta/3-pokoje-na-parterze-z-ogrodkiem-i-balkonem-ID4kczN,pełna własność,do zamieszkania,parter/8,"balkon, ogródek",1000,,miejskie
"4 pokoje, Białołęka, 3 min od Wisły! Nowodworska",Warszawa,707 000 ,4 pokoje,82.6,8559 ,https://www.otodom.pl/oferta/4-pokoje-bialoleka-3-min-od-wisly-nowodworska-ID4iPyW,pełna własność,do wykończenia,3/3,,690,,miejskie
2 pokoje Praga Północ 49m2 przy Jagiellońskiej,Warszawa,515 000 ,2 pokoje,49.68,10 366 ,https://www.otodom.pl/oferta/2-pokoje-praga-polnoc-49m2-przy-jagiellonskiej-ID4iQG1,pełna własność,do wykończenia,parter/4,balkon,650,,miejskie
"5 pokoi, Bielany, wysoki standard, 2012 rok",Warszawa,1 550 000 ,5 pokoi,107,14 486 ,https://www.otodom.pl/oferta/5-pokoi-bielany-wysoki-standard-2012-rok-ID4iRCR,pełna własność,do zamieszkania,5/5,balkon,,garaż/miejsce parkingowe,miejskie
"3 pokoje przy Metrze Trocka, Gajkowicza",Warszawa,515 000 ,3 pokoje,53.9,9555 ,https://www.otodom.pl/oferta/3-pokoje-przy-metrze-trocka-gajkowicza-ID4j2Hg,pełna własność,do zamieszkania,9/10,balkon,900,,miejskie
"3 - pokojowe mieszkanie na Wilanowie, 2 ogródki!",Warszawa,879 000 ,3 pokoje,60.54,14 519 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-wilanowie-2-ogrodki-ID4ia98,pełna własność,do zamieszkania,parter/4,,820,garaż/miejsce parkingowe,miejskie
"Jasne, rodzinne, doskonale skomunikowane - 117m2!",Warszawa,1 099 000 ,4 pokoje,117.3,9369 ,https://www.otodom.pl/oferta/jasne-rodzinne-doskonale-skomunikowane-117m2-ID4ibC4,spółdzielcze własnościowe,do wykończenia,3/4,balkon,930,garaż/miejsce parkingowe,miejskie
2 pokoje na Ochocie,Warszawa,540 000 ,2 pokoje,44.7,12 081 ,https://www.otodom.pl/oferta/2-pokoje-na-ochocie-ID4iqAI,spółdzielcze własnościowe,do remontu,2/4,balkon,576,,miejskie
"Saska Kępa, 3 pokoje, świeżo po remoncie! Cegła",Warszawa,719 000 ,3 pokoje,48.37,14 865 ,https://www.otodom.pl/oferta/saska-kepa-3-pokoje-swiezo-po-remoncie-cegla-ID4iuW6,pełna własność,do zamieszkania,parter/2,balkon,,,miejskie
"3-pokoje + balkon - 61,38m2 - Nowodwory, Białołęka",Warszawa,799 000 ,3 pokoje,61.38,13 017 ,https://www.otodom.pl/oferta/3-pokoje-balkon-61-38m2-nowodwory-bialoleka-ID4kizy,pełna własność,do zamieszkania,1/3,balkon,700,garaż/miejsce parkingowe,gazowe
2 pokoje z ogródkiem na pograniczu Ursus/Włochy,Warszawa,509 000 ,2 pokoje,50.93,9994 ,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-na-pograniczu-ursus-wlochy-ID4kJ2e,pełna własność,do wykończenia,parter/6,ogródek,500,garaż/miejsce parkingowe,miejskie
2 pokoje do remontu w świetnym punkcie,Warszawa,469 000 ,2 pokoje,57.27,8189 ,https://www.otodom.pl/oferta/2-pokoje-do-remontu-w-swietnym-punkcie-ID4kCPr,pełna własność,do remontu,> 10/12,,560,,miejskie
Pod inwestycje przy Pl. Unii Lubelskiej.,Warszawa,820 000 ,2 pokoje,41,20 000 ,https://www.otodom.pl/oferta/pod-inwestycje-przy-pl-unii-lubelskiej-ID4hCiN,pełna własność,do zamieszkania,2/5,,600,,miejskie
"Zielona okolica - 2 pokoje, ogródek - Ogórkowa",Warszawa,495 000 ,2 pokoje,55.2,8967 ,https://www.otodom.pl/oferta/zielona-okolica-2-pokoje-ogrodek-ogorkowa-ID4hU8T,pełna własność,do zamieszkania,parter/1,,,garaż/miejsce parkingowe,miejskie
Gotowa do wprowadzenia Kawalerka - ul. Konopacka,Warszawa,517 000 ,1 pokój,37,13 973 ,https://www.otodom.pl/oferta/gotowa-do-wprowadzenia-kawalerka-ul-konopacka-ID4hXvA,pełna własność,do zamieszkania,2/5,,320,,gazowe
"Nowoczesny apartament w sercu Warszawy, 93m2",Warszawa,2 550 000 ,2 pokoje,92.6,27 538 ,https://www.otodom.pl/oferta/nowoczesny-apartament-w-sercu-warszawy-93m2-ID4i1up,pełna własność,do zamieszkania,4/7,balkon,,garaż/miejsce parkingowe,miejskie
Umeblowana kawalerka z antresolą/Praga Południe,Warszawa,430 000 ,1 pokój,28,15 357 ,https://www.otodom.pl/oferta/umeblowana-kawalerka-z-antresola-praga-poludnie-ID4gpDd,pełna własność,do zamieszkania,2/2,,400,,miejskie
2 pokoje w atrakcyjnej cenie! Praga Północ,Warszawa,475 000 ,2 pokoje,49.71,9555 ,https://www.otodom.pl/oferta/2-pokoje-w-atrakcyjnej-cenie-praga-polnoc-ID4gDZu,pełna własność,,3/5,,400,,
"3 pokoje w dzielnicy Włochy, 78m2",Warszawa,899 000 ,3 pokoje,78,11 526 ,https://www.otodom.pl/oferta/3-pokoje-w-dzielnicy-wlochy-78m2-ID4gYwa,pełna własność,,1/6,balkon,900,garaż/miejsce parkingowe,
Świetna lokalizacja Dwustronne Cicha okolica,Warszawa,900 000 ,4 pokoje,58,15 517 ,https://www.otodom.pl/oferta/swietna-lokalizacja-dwustronne-cicha-okolica-ID4h3bS,pełna własność,do zamieszkania,3/3,balkon,550,,miejskie
"Kawalerka przy Rondzie Wiatraczna, Kobielska",Warszawa,324 500 ,1 pokój,25,12 980 ,https://www.otodom.pl/oferta/kawalerka-przy-rondzie-wiatraczna-kobielska-ID4hdW2,pełna własność,do remontu,2/3,,500,,miejskie
3 Rozkładowe pokoje na warszawskiej Woli,Warszawa,680 000 ,3 pokoje,60.45,11 249 ,https://www.otodom.pl/oferta/3-rozkladowe-pokoje-na-warszawskiej-woli-ID4g9ep,pełna własność,do wykończenia,2/3,,500,garaż/miejsce parkingowe,miejskie
2 pokoje przy ul. Gościeradowskiej 21,Warszawa,470 000 ,2 pokoje,45.88,10 244 ,https://www.otodom.pl/oferta/2-pokoje-przy-ul-goscieradowskiej-21-ID4kJhv,pełna własność,do remontu,2/3,balkon,,,miejskie
2 pokoje pod inwestycje,Warszawa,580 000 ,2 pokoje,48,12 083 ,https://www.otodom.pl/oferta/2-pokoje-pod-inwestycje-ID4kMd7,pełna własność,do zamieszkania,parter/3,,850,,miejskie
"2 pokoje na Żoliborzu, Al. Wojska Polskiego",Warszawa,609 000 ,2 pokoje,48,12 688 ,https://www.otodom.pl/oferta/2-pokoje-na-zoliborzu-al-wojska-polskiego-ID4kDae,pełna własność,do wykończenia,parter/10,,600,,miejskie
3 pokoje mieszkanie przy ul Kijowskiej 11,Warszawa,499 000 ,3 pokoje,46,10 848 ,https://www.otodom.pl/oferta/3-pokoje-mieszkanie-przy-ul-kijowskiej-11-ID4kDb9,,do wykończenia,3/4,balkon,,,miejskie
"3 pokoje, świetne pod inwestycje",Warszawa,500 000 ,3 pokoje,60,8333 ,https://www.otodom.pl/oferta/3-pokoje-swietne-pod-inwestycje-ID4kEW8,spółdzielcze własnościowe,do remontu,3,balkon,,,miejskie
5 pokoi Bemowo 110m2 Lazurowa,Warszawa,830 000 ,5 pokoi,109.4,7587 ,https://www.otodom.pl/oferta/5-pokoi-bemowo-110m2-lazurowa-ID4kISq,spółdzielcze własnościowe,do remontu,10/11,balkon,,garaż/miejsce parkingowe,miejskie
"Wola 2-pokoje 34,5m2| parki| metro",Warszawa,485 000 ,2 pokoje,34.5,14 058 ,https://www.otodom.pl/oferta/wola-2-pokoje-34-5m2-parki-metro-ID4kFVC,pełna własność,do zamieszkania,3/3,balkon,430,,miejskie
3 pokoje Bielany 47m2 Wrzeciono,Warszawa,595 000 ,3 pokoje,47,12 660 ,https://www.otodom.pl/oferta/3-pokoje-bielany-47m2-wrzeciono-ID4ktxr,pełna własność,do zamieszkania,3/4,balkon,550,,miejskie
2 pokoje na Pradze Południe,Warszawa,420 000 ,2 pokoje,35.5,11 831 ,https://www.otodom.pl/oferta/2-pokoje-na-pradze-poludnie-ID4kuT8,pełna własność,do remontu,4/4,,420,,miejskie
"3 pokoje Jana Olbrachta, wysoki standard",Warszawa,1 150 000 ,3 pokoje,82.3,13 973 ,https://www.otodom.pl/oferta/3-pokoje-jana-olbrachta-wysoki-standard-ID4kBa1,,do zamieszkania,2,balkon,,garaż/miejsce parkingowe,miejskie
"3 pokoje Wola, dwa miejsca garażowe",Warszawa,1 145 000 ,3 pokoje,82.1,13 946 ,https://www.otodom.pl/oferta/3-pokoje-wola-dwa-miejsca-garazowe-ID4kiLO,pełna własność,do zamieszkania,4,balkon,,,miejskie
2 pokoje na Woli blisko Ronda Daszyńskiego,Warszawa,900 000 ,2 pokoje,60,15 000 ,https://www.otodom.pl/oferta/2-pokoje-na-woli-blisko-ronda-daszynskiego-ID4kneq,spółdzielcze własnościowe,do zamieszkania,6/7,balkon,800,garaż/miejsce parkingowe,miejskie
Dwupokojowe mieszkanie na Targówku,Warszawa,430 000 ,2 pokoje,38,11 316 ,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-na-targowku-ID4kqfC,pełna własność,do wykończenia,parter/4,balkon,650,garaż/miejsce parkingowe,miejskie
3 pokoje*Bemowo*Do wprowadzenia!,Warszawa,695 000 ,3 pokoje,62,11 210 ,https://www.otodom.pl/oferta/3-pokojebemowodo-wprowadzenia-ID4keUY,pełna własność,do zamieszkania,4/12,balkon,,,miejskie
"3 pokoje, Praga Południe, 85m2",Warszawa,1 279 000 ,3 pokoje,85,15 047 ,https://www.otodom.pl/oferta/3-pokoje-praga-poludnie-85m2-ID4kc2C,pełna własność,do wykończenia,2/4,balkon,700,garaż/miejsce parkingowe,miejskie
2 pokoje | Białołęka | 51 m² | Ul. Odkryta 36,Warszawa,479 000 ,2 pokoje,51,9392 ,https://www.otodom.pl/oferta/2-pokoje-bialoleka-51-m-ul-odkryta-36-ID4k7o7,pełna własność,do zamieszkania,1/3,balkon,500,garaż/miejsce parkingowe,gazowe
"2-pokoje w spokojnej okolicy, ul. Pielgrzymów",Warszawa,365 000 ,2 pokoje,48,7604 ,https://www.otodom.pl/oferta/2-pokoje-w-spokojnej-okolicy-ul-pielgrzymow-ID4k7rf,pełna własność,do remontu,2/4,balkon,,,elektryczne
"3 pokoje, 94 m2, Ursynów, ul. Arkadowa",Warszawa,1 184 400 ,3 pokoje,94,12 600 ,https://www.otodom.pl/oferta/3-pokoje-94-m2-ursynow-ul-arkadowa-ID4k8rH,pełna własność,do zamieszkania,2/2,balkon,1450,garaż/miejsce parkingowe,
Klimatyczne mieszkanie na Pradze- 51m2,Warszawa,770 000 ,2 pokoje,51,15 098 ,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-na-pradze-51m2-ID4kbGe,pełna własność,do zamieszkania,4/4,balkon,560,,miejskie
2 pokoje blisko Ronda Wiatraczna,Warszawa,530 000 ,2 pokoje,51,10 392 ,https://www.otodom.pl/oferta/2-pokoje-blisko-ronda-wiatraczna-ID4jX3v,spółdzielcze wł. z KW,do wykończenia,2/13,balkon,830,,miejskie
3 pokoje na Bielanach 48m2,Warszawa,489 000 ,3 pokoje,48,10 188 ,https://www.otodom.pl/oferta/3-pokoje-na-bielanach-48m2-ID4k1RJ,pełna własność,do remontu,4/4,,550,,miejskie
103m2 na warszawskiej Ochocie,Warszawa,1 899 000 ,4 pokoje,103,18 437 ,https://www.otodom.pl/oferta/103m2-na-warszawskiej-ochocie-ID4k4Wi,pełna własność,do zamieszkania,5/14,balkon,,garaż/miejsce parkingowe,
"2 pokoje | Mokotów | 40,5 m² | J. Dąbrowskiego 86",Warszawa,546 000 ,2 pokoje,40.5,13 481 ,https://www.otodom.pl/oferta/2-pokoje-mokotow-40-5-m-j-dabrowskiego-86-ID4k7aO,spółdzielcze własnościowe,do remontu,10/12,balkon,700,,miejskie
2 pokoje na Ursusie,Warszawa,450 000 ,2 pokoje,45,10 000 ,https://www.otodom.pl/oferta/2-pokoje-na-ursusie-ID4jTew,spółdzielcze własnościowe,do wykończenia,parter/8,balkon,700,,miejskie
Mieszkanie przy ul. Maszewska 31  na Bielanach,Warszawa,399 000 ,1 pokój,34.5,11 565 ,https://www.otodom.pl/oferta/mieszkanie-przy-ul-maszewska-31-na-bielanach-ID4jUIb,pełna własność,do wykończenia,3/3,balkon,,,miejskie
2 pokoje na Żoliborzu,Warszawa,525 000 ,2 pokoje,38,13 816 ,https://www.otodom.pl/oferta/2-pokoje-na-zoliborzu-ID4jVvY,pełna własność,do wykończenia,7/10,balkon,450,,miejskie
2 pokoje na Targówku,Warszawa,399 000 ,2 pokoje,41,9732 ,https://www.otodom.pl/oferta/2-pokoje-na-targowku-ID4jVWK,spółdzielcze własnościowe,do zamieszkania,parter/9,,800,,miejskie
Kawalerka 30m2 na Nowolipkach,Warszawa,460 000 ,1 pokój,30,15 333 ,https://www.otodom.pl/oferta/kawalerka-30m2-na-nowolipkach-ID4jHJ3,pełna własność,do remontu,2/3,,460,,miejskie
"2 pokoje, Białołęka, Gotowe do wprowadzenia",Warszawa,500 000 ,2 pokoje,49.54,10 093 ,https://www.otodom.pl/oferta/2-pokoje-bialoleka-gotowe-do-wprowadzenia-ID4jHO4,pełna własność,do zamieszkania,parter/4,,,,miejskie
"4 pokoje 129,22m2 Rembertów, Szymańskiego",Warszawa,990 000 ,4 pokoje,129.22,7661 ,https://www.otodom.pl/oferta/4-pokoje-129-22m2-rembertow-szymanskiego-ID4jI2Y,pełna własność,do zamieszkania,1/1,balkon,900,,gazowe
Mieszkanie pod inwestycje,Warszawa,549 000 ,3 pokoje,53,10 358 ,https://www.otodom.pl/oferta/mieszkanie-pod-inwestycje-ID4jIvn,spółdzielcze własnościowe,do zamieszkania,4/4,balkon,560,,miejskie
2 pokoje na Ursynowie z dużym balkonem,Warszawa,1 050 000 ,2 pokoje,76,13 816 ,https://www.otodom.pl/oferta/2-pokoje-na-ursynowie-z-duzym-balkonem-ID4jHHE,pełna własność,do zamieszkania,8/9,balkon,600,garaż/miejsce parkingowe,miejskie
"2 pokoje blisko Ronda Wiatraczna, ul. Igańska",Warszawa,520 000 ,2 pokoje,50,10 400 ,https://www.otodom.pl/oferta/2-pokoje-blisko-ronda-wiatraczna-ul-iganska-ID4jq1U,spółdzielcze własnościowe,do wykończenia,> 10/16,balkon,870,,miejskie
"Kawalerka blisko Metra Wawrzyszew, ul. Wrzeciono",Warszawa,390 000 ,1 pokój,28,13 929 ,https://www.otodom.pl/oferta/kawalerka-blisko-metra-wawrzyszew-ul-wrzeciono-ID4jun6,pełna własność,do wykończenia,2/4,,450,,miejskie
"2 pokoje na Kabatach, gotowe do wprowadzenia, 55m2",Warszawa,749 000 ,2 pokoje,55.4,13 520 ,https://www.otodom.pl/oferta/2-pokoje-na-kabatach-gotowe-do-wprowadzenia-55m2-ID4jB82,pełna własność,do zamieszkania,5/6,balkon,700,,miejskie
"4 pokoje, 100m2, Ursynów, Stryjeńskich 17!",Warszawa,1 200 000 ,4 pokoje,102.1,11 753 ,https://www.otodom.pl/oferta/4-pokoje-100m2-ursynow-stryjenskich-17-ID4j7Iu,pełna własność,do wykończenia,3/3,balkon,1200,garaż/miejsce parkingowe,miejskie
LOFT GARDEN Wesoła - apartament LOFT,Warszawa,629 800 ,3 pokoje,57.47,10 959 ,https://www.otodom.pl/oferta/loft-garden-wesola-apartament-loft-ID4hSuA,pełna własność,do wykończenia,1/3,"balkon, taras",41,garaż/miejsce parkingowe,inne
2 pokoje 36m2 | Topowa lokalizacja | 0% prowizji!,Warszawa,726 000 ,2 pokoje,36.44,19 923 ,https://www.otodom.pl/oferta/2-pokoje-36m2-topowa-lokalizacja-0-prowizji-ID4kMP5,,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
LOFT GARDEN Wesoła - apartament z ogródkiem,Warszawa,622 200 ,3 pokoje,53.69,11 589 ,https://www.otodom.pl/oferta/loft-garden-wesola-apartament-z-ogrodkiem-ID4hSDs,pełna własność,do wykończenia,parter/1,"balkon, ogródek",40,garaż/miejsce parkingowe,
2-pokojowe mieszanie blisko Metra! Lokalizacja!,Warszawa,850 000 ,2 pokoje,55,15 455 ,https://www.otodom.pl/oferta/2-pokojowe-mieszanie-blisko-metra-lokalizacja-ID4kMOT,pełna własność,do zamieszkania,parter/4,"balkon, taras",600,garaż/miejsce parkingowe,
LOFT GARDEN Wesoła - apartament LOFT,Warszawa,993 800 ,4 pokoje,99.78,9960 ,https://www.otodom.pl/oferta/loft-garden-wesola-apartament-loft-ID4ikoz,pełna własność,,1/3,"balkon, taras",80,garaż/miejsce parkingowe,inne
3pok. PO REMONCIE 1953r ciche 1/3p PRZY ŁAZIENKACH,Warszawa,995 000 ,3 pokoje,61.22,16 253 ,https://www.otodom.pl/oferta/3pok-po-remoncie-1953r-ciche-1-3p-przy-lazienkach-ID4kz0p,pełna własność,do zamieszkania,1/3,,830,,miejskie
2pok. SASKA KĘPA 1/3p. CICHE 1968r. os. zamknięte,Warszawa,540 000 ,2 pokoje,39.17,13 786 ,https://www.otodom.pl/oferta/2pok-saska-kepa-1-3p-ciche-1968r-os-zamkniete-ID4klT1,pełna własność,do zamieszkania,1/3,,580,,miejskie
"Klimatyczne dwa pokoje, ul. Majdańska.",Warszawa,600 000 ,2 pokoje,50.7,11 834 ,https://www.otodom.pl/oferta/klimatyczne-dwa-pokoje-ul-majdanska-ID4klWj,,,5/19,balkon,834,,miejskie
"Komfortowe, 2 pokoje, Ursus",Warszawa,735 000 ,2 pokoje,56.6,12 986 ,https://www.otodom.pl/oferta/komfortowe-2-pokoje-ursus-ID4kCBn,,,5/6,balkon,620,garaż/miejsce parkingowe,miejskie
2 pokoje Stara Ochota z ogromnym tarasem na dachu!,Warszawa,552 000 ,2 pokoje,40,13 800 ,https://www.otodom.pl/oferta/2-pokoje-stara-ochota-z-ogromnym-tarasem-na-dachu-ID4kMOH,,do zamieszkania,1/5,"balkon, taras",400,,miejskie
Mieszkanie z duszą w sercu miasta | 300m do metra,Warszawa,1 020 000 ,2 pokoje,50,20 400 ,https://www.otodom.pl/oferta/mieszkanie-z-dusza-w-sercu-miasta-300m-do-metra-ID4kfpO,pełna własność,do wykończenia,3/5,,900,,miejskie
Wyjątkowo cicha lokalizacja | 8 minut Metro Młynów,Warszawa,560 000 ,2 pokoje,38,14 737 ,https://www.otodom.pl/oferta/wyjatkowo-cicha-lokalizacja-8-minut-metro-mlynow-ID4klUY,pełna własność,do zamieszkania,2/3,balkon,,,miejskie
Cisza przy centrum | 3 minuty tramwaj,Warszawa,560 000 ,2 pokoje,38,14 737 ,https://www.otodom.pl/oferta/cisza-przy-centrum-3-minuty-tramwaj-ID4kJal,spółdzielcze wł. z KW,do zamieszkania,1/10,balkon,550,,miejskie
Wielki potencjał aranżacji | 200m Dworzec Wschodni,Warszawa,495 000 ,2 pokoje,37.5,13 200 ,https://www.otodom.pl/oferta/wielki-potencjal-aranzacji-200m-dworzec-wschodni-ID4khQ3,,do zamieszkania,2/10,,600,,miejskie
Gotowe do zamieszkania |Duży balkon| Przy Arkadii,Warszawa,749 000 ,2 pokoje,43,17 419 ,https://www.otodom.pl/oferta/gotowe-do-zamieszkania-duzy-balkon-przy-arkadii-ID4kMOm,pełna własność,do zamieszkania,1/6,"balkon, taras",,,miejskie
"3 Pokoje 62mkw, Wilanów SYTA, BEZPOŚREDNIO, garaż",Warszawa,843 200 ,3 pokoje,62,13 600 ,https://www.otodom.pl/oferta/3-pokoje-62mkw-wilanow-syta-bezposrednio-garaz-ID4hRK5,pełna własność,do zamieszkania,2/2,balkon,989,garaż/miejsce parkingowe,miejskie
2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,2 pokoje,46.23,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4fauB,pełna własność,do wykończenia,4/4,balkon,,,
"Kawalerka, super rozkład, Okopowa, CH Klif OKAZJA!",Warszawa,360 000 ,1 pokój,28.59,12 592 ,https://www.otodom.pl/oferta/kawalerka-super-rozklad-okopowa-ch-klif-okazja-ID4kMNg,spółdzielcze wł. z KW,do remontu,3/12,,280,,miejskie
2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,2 pokoje,48.49,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4gYbm,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
2-pokojowe z obszerną loggią blisko Metra Młociny,Warszawa,650 000 ,2 pokoje,41.7,15 588 ,https://www.otodom.pl/oferta/2-pokojowe-z-obszerna-loggia-blisko-metra-mlociny-ID4kMNV,pełna własność,do zamieszkania,2/6,,750,garaż/miejsce parkingowe,miejskie
UNIKATOWY Apartament z widokiem na Wisłę,Warszawa,8 600 000 ,3 pokoje,168.63,50 999 ,https://www.otodom.pl/oferta/unikatowy-apartament-z-widokiem-na-wisle-ID4iyFy,pełna własność,do zamieszkania,2/4,balkon,,garaż/miejsce parkingowe,miejskie
"4 pokoje po generalnym remoncie, blisko metra",Warszawa,897 000 ,4 pokoje,79,11 354 ,https://www.otodom.pl/oferta/4-pokoje-po-generalnym-remoncie-blisko-metra-ID4kHJi,spółdzielcze wł. z KW,do zamieszkania,5/6,balkon,,garaż/miejsce parkingowe,miejskie
Unikalne trypokojowe mieszkanie z widokiem,Warszawa,859 000 ,3 pokoje,60.5,14 198 ,https://www.otodom.pl/oferta/unikalne-trypokojowe-mieszkanie-z-widokiem-ID4kMMU,pełna własność,do zamieszkania,> 10/18,,880,garaż/miejsce parkingowe,miejskie
Sprzedam przestronne i ciche mieszkanie 62.3m,Warszawa,785 000 ,3 pokoje,62.3,12 600 ,https://www.otodom.pl/oferta/sprzedam-przestronne-i-ciche-mieszkanie-62-3m-ID4kzk4,pełna własność,do zamieszkania,1/6,balkon,870,garaż/miejsce parkingowe,miejskie
"REZERWACJA 2 pokoje, Służewiec, Śniardwy - bezpośr",Warszawa,479 000 ,2 pokoje,37.7,12 706 ,https://www.otodom.pl/oferta/rezerwacja-2-pokoje-sluzewiec-sniardwy-bezposr-ID4kE7U,spółdzielcze własnościowe,do zamieszkania,7/10,,464,,miejskie
Złota 44 Apartament 3 Sypialnie Piętro 40+,Warszawa,9 800 000 ,4 pokoje,169,57 988 ,https://www.otodom.pl/oferta/zlota-44-apartament-3-sypialnie-pietro-40-ID4kMMy,pełna własność,do zamieszkania,> 10/52,,3500,garaż/miejsce parkingowe,miejskie
"Apartament „Łazienki Park Residence""",Warszawa,3 800 000 ,3 pokoje,102,37 255 ,https://www.otodom.pl/oferta/apartament-lazienki-park-residence-ID4jsi4,pełna własność,do zamieszkania,2/4,balkon,1200,garaż/miejsce parkingowe,miejskie
Klimatyczne mieszkanie w zabytkowej kamienicy,Warszawa,620 000 ,2 pokoje,41.67,14 879 ,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-w-zabytkowej-kamienicy-ID4kEFS,pełna własność,do zamieszkania,3/4,,780,,miejskie
"Nowoczesne studio na Wilanowie, stan do wejścia",Warszawa,535 000 ,1 pokój,30.9,17 314 ,https://www.otodom.pl/oferta/nowoczesne-studio-na-wilanowie-stan-do-wejscia-ID4k3LU,pełna własność,do zamieszkania,3/4,balkon,580,garaż/miejsce parkingowe,miejskie
Klimatyczna kawalerka na Wilanowie,Warszawa,557 000 ,1 pokój,31.78,17 527 ,https://www.otodom.pl/oferta/klimatyczna-kawalerka-na-wilanowie-ID4k38y,pełna własność,do zamieszkania,3/3,balkon,500,garaż/miejsce parkingowe,miejskie
"2 pokoje, Praga-Południe, Marii Rodziewiczówny",Warszawa,610 000 ,2 pokoje,36.81,16 572 ,https://www.otodom.pl/oferta/2-pokoje-praga-poludnie-marii-rodziewiczowny-ID4jof3,pełna własność,do zamieszkania,8/8,,650,,miejskie
"2pokoje,44m2 Ul.Wierna 24,osiedle Wilno-nowoczesne",Warszawa,590 000 ,2 pokoje,44,13 409 ,https://www.otodom.pl/oferta/2pokoje-44m2-ul-wierna-24-osiedle-wilno-nowoczesne-ID4kMLa,pełna własność,do zamieszkania,1/3,balkon,500,garaż/miejsce parkingowe,miejskie
"3-pokojowe, blisko Metra, Bielany, Kasprowicza",Warszawa,499 000 ,3 pokoje,48,10 396 ,https://www.otodom.pl/oferta/3-pokojowe-blisko-metra-bielany-kasprowicza-ID4kML6,pełna własność,do remontu,parter/4,,500,,miejskie
Blisko Metra - Cisza i zieleń,Warszawa,729 000 ,4 pokoje,71,10 268 ,https://www.otodom.pl/oferta/blisko-metra-cisza-i-zielen-ID4jDgQ,pełna własność,do remontu,1/4,balkon,,,
Mieszkanie 3 pokojowe z ogródkiem -Anin,Warszawa,710 000 ,3 pokoje,65,10 923 ,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-z-ogrodkiem-anin-ID4kMKI,pełna własność,do wykończenia,parter/2,ogródek,,garaż/miejsce parkingowe,miejskie
Kamienica | poddasze | 2-piętrowe mieszkanie!,Warszawa,1 050 000 ,2 pokoje,57.48,18 267 ,https://www.otodom.pl/oferta/kamienica-poddasze-2-pietrowe-mieszkanie-ID4kI3n,pełna własność,do zamieszkania,4/5,balkon,1020,,miejskie
Mieszkanie Wilanów 2 pok. garderoba Bezpośrednio,Warszawa,740 000 ,2 pokoje,42.5,17 412 ,https://www.otodom.pl/oferta/mieszkanie-wilanow-2-pok-garderoba-bezposrednio-ID4kmT7,pełna własność,do zamieszkania,2/4,balkon,500,,
"Ciche dwupokojowe mieszkanie,65,5m2,Ścisłe Centrum",Warszawa,1 110 000 ,2 pokoje,65.48,16 952 ,https://www.otodom.pl/oferta/ciche-dwupokojowe-mieszkanie-65-5m2-scisle-centrum-ID4juFi,pełna własność,do zamieszkania,2/7,,1000,,miejskie
"3 pokoje, 2 balkony, 53.9m2 , Białołęka",Warszawa,539 000 ,3 pokoje,53.9,10 000 ,https://www.otodom.pl/oferta/3-pokoje-2-balkony-53-9m2-bialoleka-ID4hdYs,pełna własność,do zamieszkania,,balkon,500,garaż/miejsce parkingowe,miejskie
