name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
83 m2! Salon z aneksem plus 4 sypialnie!,Warszawa,695 000 ,5 pokoi,83.74,8299 ,https://www.otodom.pl/oferta/83-m2-salon-z-aneksem-plus-4-sypialnie-ID4kMo1,pełna własność,do wykończenia,1/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Przestronna kawalerka w świetnym punkcie!,Warszawa,448 000 ,1 pokój,28,16 000 ,https://www.otodom.pl/oferta/przestronna-kawalerka-w-swietnym-punkcie-ID4kMlq,pełna własność,do zamieszkania,2/4,,500,,miejskie
3 pokoje ul. Gubinowska,Warszawa,610 000 ,3 pokoje,61.2,9967 ,https://www.otodom.pl/oferta/3-pokoje-ul-gubinowska-ID4khEN,pełna własność,,2/9,,,,
"2 pokoje Skarbka z Gór, Okazja",Warszawa,480 000 ,2 pokoje,53.7,8939 ,https://www.otodom.pl/oferta/2-pokoje-skarbka-z-gor-okazja-ID4ki3o,pełna własność,do zamieszkania,parter/4,balkon,650,,
"2 pokoje 46 m2, 4 min METRO - Służew, Mozarta",Warszawa,639 900 ,2 pokoje,46.1,13 881 ,https://www.otodom.pl/oferta/2-pokoje-46-m2-4-min-metro-sluzew-mozarta-ID4hBQq,spółdzielcze wł. z KW,do zamieszkania,1/10,balkon,690,garaż/miejsce parkingowe,miejskie
"Mieszkanie, 105 m², Warszawa",Warszawa,1 200 000 ,4 pokoje,105,11 429 ,https://www.otodom.pl/oferta/mieszkanie-105-m-warszawa-ID4eeGS,spółdzielcze wł. z KW,do zamieszkania,1/3,balkon,900,,miejskie
5-pokojowe mieszkanie 112m2 + taras,Warszawa,2 777 500 ,5 pokoi,112.91,24 599 ,https://www.otodom.pl/oferta/5-pokojowe-mieszkanie-112m2-taras-ID4e1VK,pełna własność,do wykończenia,6/8,taras,,garaż/miejsce parkingowe,
PO GEN. REMONCIE !!! W pobliżu Galerii Mokotów !!!,Warszawa,519 000 ,2 pokoje,37,14 027 ,https://www.otodom.pl/oferta/po-gen-remoncie-w-poblizu-galerii-mokotow-ID4kySb,pełna własność,do zamieszkania,2/9,,251,,miejskie
Odsprzedam partycypację TBS Bemowo,Warszawa,90 000 ,1 pokój,31.62,2846 ,https://www.otodom.pl/oferta/odsprzedam-partycypacje-tbs-bemowo-ID4ksMq,,,3,,,,
"Sprzedam mieszkanie 45,75 Marysin Wawerski",Warszawa,600 000 ,3 pokoje,45.75,13 115 ,https://www.otodom.pl/oferta/sprzedam-mieszkanie-45-75-marysin-wawerski-ID4ivxx,pełna własność,do zamieszkania,4/4,balkon,780,garaż/miejsce parkingowe,miejskie
Okazja!! Cesja Po Wyśmienitej Cenie,Warszawa,425 000 ,2 pokoje,32.88,12 926 ,https://www.otodom.pl/oferta/okazja-cesja-po-wysmienitej-cenie-ID4kMnu,pełna własność,do wykończenia,4/4,balkon,,garaż/miejsce parkingowe,miejskie
"4 pokoje, 79,65 m2 - Księcia Witolda, Rembertów",Warszawa,776 000 ,4 pokoje,79.65,9743 ,https://www.otodom.pl/oferta/4-pokoje-79-65-m2-ksiecia-witolda-rembertow-ID4g2Og,,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,
"Jasne, 3 pokojowe mieszkanie na Gocławiu",Warszawa,845 000 ,3 pokoje,69.3,12 193 ,https://www.otodom.pl/oferta/jasne-3-pokojowe-mieszkanie-na-goclawiu-ID4kssr,spółdzielcze własnościowe,do zamieszkania,2/4,balkon,700,garaż/miejsce parkingowe,miejskie
"5 pokoi, 2 łazienki w dużej promocji",Warszawa,635 000 ,5 pokoi,76.58,8292 ,https://www.otodom.pl/oferta/5-pokoi-2-lazienki-w-duzej-promocji-ID4kMmK,pełna własność,do wykończenia,1/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
"Wysokie 289 cm, 2 loggie, ładna okolica, bez PCC",Warszawa,430 000 ,2 pokoje,32.3,13 313 ,https://www.otodom.pl/oferta/wysokie-289-cm-2-loggie-ladna-okolica-bez-pcc-ID4jZuE,pełna własność,do wykończenia,2/3,balkon,355,garaż/miejsce parkingowe,kotłownia
"Mieszkanie, 57 m², Warszawa",Warszawa,689 000 ,4 pokoje,57,12 088 ,https://www.otodom.pl/oferta/mieszkanie-57-m-warszawa-ID4kMmz,,,1/4,,500,,
"słoneczne, 2 pok, wyposażone , nowoczesne os Wilno",Warszawa,590 000 ,2 pokoje,44,13 409 ,https://www.otodom.pl/oferta/sloneczne-2-pok-wyposazone-nowoczesne-os-wilno-ID4kMmn,pełna własność,do zamieszkania,1/3,balkon,506,garaż/miejsce parkingowe,miejskie
3-pokojowe mieszkanie w Ursusie Tylko u Nas !!,Warszawa,819 900 ,3 pokoje,84.9,9657 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-ursusie-tylko-u-nas-ID4jbAm,pełna własność,do zamieszkania,5/7,balkon,672,garaż/miejsce parkingowe,gazowe
Atrakcyjne mieszkanie z widokiem na centrum,Warszawa,699 000 ,3 pokoje,61.17,11 427 ,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-z-widokiem-na-centrum-ID4jWhG,pełna własność,do remontu,> 10/12,balkon,600,,miejskie
Trzy pokoje (z ogródkiem) w stanie deweloperskim!,Warszawa,745 000 ,3 pokoje,59.5,12 521 ,https://www.otodom.pl/oferta/trzy-pokoje-z-ogrodkiem-w-stanie-deweloperskim-ID4kMmt,pełna własność,,parter/2,"balkon, taras",,,
Klimatyczne dwa pokoje w super lokalizacji!,Warszawa,740 000 ,2 pokoje,50,14 800 ,https://www.otodom.pl/oferta/klimatyczne-dwa-pokoje-w-super-lokalizacji-ID4kMmp,pełna własność,,10/11,,700,,
"Bezpośrednio, 2pok. Mokotów, częściowo wykończone",Warszawa,810 960 ,2 pokoje,52.32,15 500 ,https://www.otodom.pl/oferta/bezposrednio-2pok-mokotow-czesciowo-wykonczone-ID4jMCG,pełna własność,do zamieszkania,parter/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Kawalerka w świetnej lokalizacji!,Warszawa,399 000 ,1 pokój,26,15 346 ,https://www.otodom.pl/oferta/kawalerka-w-swietnej-lokalizacji-ID4kMm2,pełna własność,,2/8,,,,miejskie
Syndyk sprzeda udział w mieszkaniu w Warszawie,Warszawa,414 000 ,4 pokoje,96.4,4295 ,https://www.otodom.pl/oferta/syndyk-sprzeda-udzial-w-mieszkaniu-w-warszawie-ID4gIpd,,,,,,,
2-pokojowe mieszkanie 46m2 + loggia,Warszawa,662 000 ,2 pokoje,46.87,14 124 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-46m2-loggia-ID4kMmu,pełna własność,do wykończenia,2/4,,,garaż/miejsce parkingowe,
"4 pok z garderobą , nowe, umeblowane, garaż, boks",Warszawa,1 350 000 ,4 pokoje,86,15 698 ,https://www.otodom.pl/oferta/4-pok-z-garderoba-nowe-umeblowane-garaz-boks-ID4kHh6,pełna własność,do zamieszkania,1/7,balkon,1000,garaż/miejsce parkingowe,miejskie
"3 pokoje,61 m2 plus garaż, balkon, komórka",Warszawa,870 000 ,3 pokoje,61.5,14 146 ,https://www.otodom.pl/oferta/3-pokoje-61-m2-plus-garaz-balkon-komorka-ID4hefa,pełna własność,do zamieszkania,1/4,balkon,500,garaż/miejsce parkingowe,miejskie
Piękne mieszkanie w zielonej części Mokotowa,Warszawa,850 000 ,2 pokoje,65,13 077 ,https://www.otodom.pl/oferta/piekne-mieszkanie-w-zielonej-czesci-mokotowa-ID4jGoG,pełna własność,do zamieszkania,2/2,,1380,garaż/miejsce parkingowe,inne
Unikalne mieszkania w zrewitalizowanej kamienicy,Warszawa,523 000 ,2 pokoje,51.65,10 126 ,https://www.otodom.pl/oferta/unikalne-mieszkania-w-zrewitalizowanej-kamienicy-ID4kMlF,pełna własność,do wykończenia,2/2,,,garaż/miejsce parkingowe,inne
"2 pokojowe mieszkanie+ogródek, Targówek, Podgrodzi",Warszawa,525 000 ,2 pokoje,39.12,13 420 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-ogrodek-targowek-podgrodzi-ID4kzXl,pełna własność,do zamieszkania,parter/3,ogródek,700,garaż/miejsce parkingowe,miejskie
Nowoczesne mieszkanie w samym sercu Saskiej Kępy,Warszawa,950 000 ,2 pokoje,62,15 323 ,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-w-samym-sercu-saskiej-kepy-ID4hWxT,pełna własność,do zamieszkania,3/3,,290,,gazowe
Trzypokojowe mieszkanie na Jelonkach,Warszawa,599 000 ,3 pokoje,63,9508 ,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-jelonkach-ID4kr6Y,,do remontu,2/10,balkon,650,,miejskie
"Słoneczny resort z basenem, jacuzzi czy kortem!",Warszawa,296 890 €,3 pokoje,74.32,"3994,75 €/m²",https://www.otodom.pl/oferta/sloneczny-resort-z-basenem-jacuzzi-czy-kortem-ID4kMlu,,do zamieszkania,1/2,,,garaż/miejsce parkingowe,
2 pok. | Garaż | Balkon | W pełni wyposażone,Warszawa,659 600 ,2 pokoje,43.98,14 998 ,https://www.otodom.pl/oferta/2-pok-garaz-balkon-w-pelni-wyposazone-ID4jdwm,pełna własność,,1/4,balkon,,garaż/miejsce parkingowe,miejskie
Trzypokojowe mieszkanie w bardzo dobrej lokalizacj,Warszawa,630 000 ,3 pokoje,48.25,13 057 ,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-w-bardzo-dobrej-lokalizacj-ID4kMkY,pełna własność,do zamieszkania,3/10,balkon,,,miejskie
Kawalerka pod wynajem 31m2/Piękny widok/Bus 3min!,Warszawa,439 000 ,1 pokój,31,14 161 ,https://www.otodom.pl/oferta/kawalerka-pod-wynajem-31m2-piekny-widok-bus-3min-ID4kMkX,spółdzielcze własnościowe,do zamieszkania,9/11,,520,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 100m2 + balkon,Warszawa,Zapytajocenę,4 pokoje,100.98,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-100m2-balkon-ID4j7RQ,pełna własność,do wykończenia,3/4,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 59m2 + ogródek Bezpośrednio,Warszawa,527 736 ,3 pokoje,59.97,8800 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-59m2-ogrodek-bezposrednio-ID4jC7O,pełna własność,do wykończenia,parter/2,ogródek,,garaż/miejsce parkingowe,
"Dwustronne 46m2 z balkonem, Praga-Południe/Grochów",Warszawa,525 000 ,2 pokoje,45.7,11 488 ,https://www.otodom.pl/oferta/dwustronne-46m2-z-balkonem-praga-poludnie-grochow-ID4kMkb,pełna własność,do zamieszkania,4/4,,550,,miejskie
2-pokojowe mieszkanie 35m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,2 pokoje,35.39,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4fHE9,pełna własność,do wykończenia,1/5,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 83m2 + ogródek Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,83.81,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-83m2-ogrodek-bez-prowizji-ID4c9ki,pełna własność,do wykończenia,parter/4,"taras, ogródek",,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 73m2 + 2 balkony,Warszawa,964 000 ,3 pokoje,73.34,13 144 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-73m2-2-balkony-ID4kMms,pełna własność,do wykończenia,1/5,balkon,,garaż/miejsce parkingowe,
Skorosze | 3 pok. | Dwustronne | Wyposażone,Warszawa,599 000 ,3 pokoje,52,11 519 ,https://www.otodom.pl/oferta/skorosze-3-pok-dwustronne-wyposazone-ID4k97E,pełna własność,,5/5,,,garaż/miejsce parkingowe,miejskie
Atrakcyjne dwupokojowe Praga Południe,Warszawa,550 000 ,2 pokoje,36.5,15 068 ,https://www.otodom.pl/oferta/atrakcyjne-dwupokojowe-praga-poludnie-ID4kMk2,pełna własność,do zamieszkania,8/9,balkon,630,,miejskie
"Dom z potencjałem na Wawrze, Warszawa",Warszawa,1 500 000 ,5 pokoi,203,7389 ,https://www.otodom.pl/oferta/dom-z-potencjalem-na-wawrze-warszawa-ID4kMjS,pełna własność,do zamieszkania,,taras,,garaż/miejsce parkingowe,gazowe
Gotowe do odbioru! Inwestycja Bliżej Gwiazd,Warszawa,1 290 963 ,4 pokoje,89.34,14 450 ,https://www.otodom.pl/oferta/gotowe-do-odbioru-inwestycja-blizej-gwiazd-ID4kMjI,pełna własność,do wykończenia,2/2,"balkon, taras",460,garaż/miejsce parkingowe,kotłownia
3-pokojowe mieszkanie 60m2 + loggia Bezpośrednio,Warszawa,Zapytajocenę,3 pokoje,60.21,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-60m2-loggia-bezposrednio-ID4c9b0,pełna własność,do wykończenia,1/7,,,garaż/miejsce parkingowe,
"Apartament 56 m2, 10 m2 loggia, garaż, Ursynów",Warszawa,879 000 ,2 pokoje,56.54,15 547 ,https://www.otodom.pl/oferta/apartament-56-m2-10-m2-loggia-garaz-ursynow-ID4k9S7,pełna własność,do wykończenia,9/10,balkon,,garaż/miejsce parkingowe,miejskie
Przy Parku Szczęśliwickim*Dobra Komunikacja*Gotowe,Warszawa,529 999 ,2 pokoje,38,13 947 ,https://www.otodom.pl/oferta/przy-parku-szczesliwickimdobra-komunikacjagotowe-ID4kGM0,pełna własność,,8/10,,,,miejskie
"3 pok,47m,b. ładne,niski blok,p/parku - Sadyba",Warszawa,598 000 ,3 pokoje,47,12 723 ,https://www.otodom.pl/oferta/3-pok-47m-b-ladne-niski-blok-p-parku-sadyba-ID4kMjq,spółdzielcze wł. z KW,do zamieszkania,4/4,,750,,
3-pokojowe mieszkanie 65m2 + 2 ogródki,Warszawa,1 028 850 ,3 pokoje,65.55,15 696 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-65m2-2-ogrodki-ID4hv3X,pełna własność,do wykończenia,parter/7,ogródek,,garaż/miejsce parkingowe,
"stan deweloperski, BEZ PCC 2%, BEZ PROWIZJI,",Warszawa,1 030 000 ,4 pokoje,82.45,12 492 ,https://www.otodom.pl/oferta/stan-deweloperski-bez-pcc-2-bez-prowizji-ID4kLev,pełna własność,do remontu,1/5,balkon,870,garaż/miejsce parkingowe,miejskie
Mieszkanie na Woli przy Metrze Księcia Janusza,Warszawa,585 000 ,3 pokoje,38,15 395 ,https://www.otodom.pl/oferta/mieszkanie-na-woli-przy-metrze-ksiecia-janusza-ID4kyMH,spółdzielcze własnościowe,do zamieszkania,,,600,,miejskie
Apartament gotowy do wprowadzenia | Stara Ochota,Warszawa,1 499 000 ,5 pokoi,103.8,14 441 ,https://www.otodom.pl/oferta/apartament-gotowy-do-wprowadzenia-stara-ochota-ID4kqb8,pełna własność,do zamieszkania,10/16,,1200,garaż/miejsce parkingowe,miejskie
"Złota, rozkładowe 3 pokoje z garażem",Warszawa,850 000 ,3 pokoje,67.64,12 567 ,https://www.otodom.pl/oferta/zlota-rozkladowe-3-pokoje-z-garazem-ID4h9Kq,spółdzielcze własnościowe,do remontu,4/7,balkon,900,garaż/miejsce parkingowe,miejskie
Kawalerka | Zielona i spokojna okolica,Warszawa,360 000 ,1 pokój,37,9730 ,https://www.otodom.pl/oferta/kawalerka-zielona-i-spokojna-okolica-ID4kMfA,pełna własność,do remontu,4/4,,500,,miejskie
Mini apartament | Pole Mokotowskie | Metro,Warszawa,279 000 ,1 pokój,15.08,18 501 ,https://www.otodom.pl/oferta/mini-apartament-pole-mokotowskie-metro-ID4kMfz,,do wykończenia,1/2,,250,,miejskie
